step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,CASH_OUT,27773.14,C1214753381,0.0,0.0,C1185567380,151360.0,36565.34,0,0
7,CASH_OUT,332545.08,C1208686227,0.0,0.0,C935808590,14833412.69,18381668.73,0,0
7,CASH_OUT,331392.9,C1139543842,0.0,0.0,C1220897602,766023.0,10388904.22,0,0
7,CASH_OUT,54306.51,C1186298429,0.0,0.0,C909295153,9634191.29,10946293.06,0,0
7,CASH_OUT,82870.06,C871678988,0.0,0.0,C1982740534,106408.0,319066.74,0,0
7,CASH_OUT,227626.61,C593228655,0.0,0.0,C1504109395,3418216.56,4324988.42,0,0
7,CASH_OUT,264388.17,C15564089,0.0,0.0,C405881980,392128.01,3078509.79,0,0
7,CASH_OUT,444890.24,C1835305867,0.0,0.0,C151400576,652206.97,1276550.33,0,0
7,CASH_OUT,452538.24,C2015749775,0.0,0.0,C1423992712,9689179.38,13803333.72,0,0
7,CASH_OUT,222036.14,C68788847,0.0,0.0,C767544292,584155.28,46364.32,0,0
7,CASH_OUT,79673.72,C1870005088,0.0,0.0,C455218098,402202.0,0.0,0,0
7,CASH_OUT,158784.29,C646444502,0.0,0.0,C798678484,2084795.89,3249604.9,0,0
7,CASH_OUT,37094.63,C1908506135,0.0,0.0,C832279283,47921.23,231746.48,0,0
7,CASH_OUT,30447.35,C948084890,0.0,0.0,C2013091073,49766.0,0.0,0,0
7,CASH_OUT,138227.14,C1739639273,0.0,0.0,C1917105166,412473.85,0.0,0,0
7,CASH_OUT,146219.48,C2122361228,0.0,0.0,C1956477953,295226.09,0.0,0,0
7,CASH_OUT,77053.84,C80433549,0.0,0.0,C599726537,343211.0,528200.34,0,0
7,CASH_OUT,58569.06,C694200318,0.0,0.0,C311662903,81606.0,0.0,0,0
7,CASH_OUT,159440.74,C1216273594,0.0,0.0,C1333404258,251171.0,0.0,0,0
7,CASH_OUT,87959.21,C868860144,0.0,0.0,C1141049797,176335.0,1404288.87,0,0
7,CASH_OUT,143107.12,C1842391101,0.0,0.0,C978740207,796258.35,1428005.14,0,0
7,CASH_OUT,65563.08,C1101249838,0.0,0.0,C1070146065,200766.0,457426.18,0,0
7,CASH_OUT,335382.77,C2131112620,0.0,0.0,C1671179293,892123.47,686937.33,0,0
7,CASH_OUT,188489.01,C37069820,0.0,0.0,C1891834647,192391.91,193463.03,0,0
7,PAYMENT,2409.17,C1791783623,106984.0,104574.83,M911931517,0.0,0.0,0,0
7,PAYMENT,15617.71,C2013736776,82.0,0.0,M1468156407,0.0,0.0,0,0
7,PAYMENT,16176.38,C1590772618,16928.0,751.62,M1059705149,0.0,0.0,0,0
7,PAYMENT,1767.63,C2115359999,33768.0,32000.37,M991819579,0.0,0.0,0,0
7,TRANSFER,604352.69,C1870933697,33404.0,0.0,C1347890180,567.0,85026.63,0,0
7,TRANSFER,590514.54,C517323317,292.0,0.0,C459857341,11932.35,542963.38,0,0
7,PAYMENT,691.79,C1312241468,51833.0,51141.21,M440903150,0.0,0.0,0,0
7,PAYMENT,19561.89,C1425764929,19043.0,0.0,M1741451001,0.0,0.0,0,0
7,PAYMENT,398.37,C271924203,0.0,0.0,M930776278,0.0,0.0,0,0
7,PAYMENT,3541.89,C949784834,0.0,0.0,M1008966478,0.0,0.0,0,0
7,PAYMENT,9040.9,C91227458,0.0,0.0,M1724869902,0.0,0.0,0,0
7,PAYMENT,1479.04,C981984340,20651.0,19171.96,M450814369,0.0,0.0,0,0
7,PAYMENT,11579.41,C520203693,9924.0,0.0,M37422174,0.0,0.0,0,0
7,DEBIT,321.94,C119268617,29829.0,29507.06,C1930765902,21325.0,7789.39,0,0
7,TRANSFER,1292069.69,C1780862882,29507.06,0.0,C2011996123,1906158.59,9264344.9,0,0
7,TRANSFER,906937.39,C2027645838,0.0,0.0,C988138425,983714.0,4310701.91,0,0
7,TRANSFER,1286043.09,C572037439,0.0,0.0,C1778801068,8845846.7,11835842.92,0,0
7,TRANSFER,875962.31,C2054357976,0.0,0.0,C665576141,6465767.14,14786300.22,0,0
7,TRANSFER,854862.16,C1047497707,0.0,0.0,C1787868648,2818361.27,15128076.87,0,0
7,TRANSFER,991772.38,C499847347,0.0,0.0,C935808590,15165957.77,18381668.73,0,0
7,TRANSFER,36511.67,C2080154452,0.0,0.0,C942226723,41308.0,0.0,0,0
7,TRANSFER,89962.38,C426971696,0.0,0.0,C373928166,216056.69,20427.19,0,0
7,TRANSFER,859671.84,C1526854182,0.0,0.0,C248609774,6893798.07,13033871.02,0,0
7,TRANSFER,107763.89,C503988093,0.0,0.0,C755355682,108139.0,349159.65,0,0
7,TRANSFER,1259217.34,C15915499,0.0,0.0,C248609774,7753469.9,13033871.02,0,0
7,TRANSFER,432170.15,C26323287,0.0,0.0,C1797686173,503754.86,1474093.6,0,0
7,TRANSFER,486523.99,C1431694209,0.0,0.0,C872592585,532138.2,2265853.97,0,0
7,TRANSFER,343369.3,C451663745,0.0,0.0,C1621383518,596283.34,1190896.64,0,0
7,TRANSFER,11494.72,C205551798,0.0,0.0,C1181733275,340262.0,54458.08,0,0
7,TRANSFER,334693.87,C9941880,0.0,0.0,C1262822392,20937587.49,22641471.24,0,0
7,TRANSFER,249214.41,C2061785352,0.0,0.0,C1894575391,538001.14,3443379.49,0,0
7,PAYMENT,16402.42,C1048043018,930.0,0.0,M838698170,0.0,0.0,0,0
7,PAYMENT,7333.18,C206368142,0.0,0.0,M1413011734,0.0,0.0,0,0
7,PAYMENT,5250.74,C1421859349,30.0,0.0,M154819692,0.0,0.0,0,0
7,PAYMENT,1230.02,C1651630168,43.0,0.0,M1880323433,0.0,0.0,0,0
7,PAYMENT,3549.46,C1524004364,101344.0,97794.54,M30709766,0.0,0.0,0,0
7,PAYMENT,2593.54,C1816845124,102034.0,99440.46,M127488921,0.0,0.0,0,0
7,PAYMENT,7130.15,C1846944624,21132.0,14001.85,M1260880412,0.0,0.0,0,0
7,PAYMENT,5768.58,C1905127623,6844.14,1075.56,M1011183860,0.0,0.0,0,0
7,PAYMENT,3983.5,C1662507439,1075.56,0.0,M349667507,0.0,0.0,0,0
7,PAYMENT,24372.22,C172118310,0.0,0.0,M496452170,0.0,0.0,0,0
7,PAYMENT,12346.77,C1083194102,0.0,0.0,M1751836751,0.0,0.0,0,0
7,PAYMENT,28752.07,C1891196677,0.0,0.0,M1469830730,0.0,0.0,0,0
7,PAYMENT,13500.44,C379392453,0.0,0.0,M688565193,0.0,0.0,0,0
7,PAYMENT,17245.64,C326207642,0.0,0.0,M449918264,0.0,0.0,0,0
7,PAYMENT,18237.43,C1681661086,0.0,0.0,M412399411,0.0,0.0,0,0
7,PAYMENT,8324.48,C129948131,146097.0,137772.52,M341136601,0.0,0.0,0,0
7,TRANSFER,632033.35,C277443105,20218.0,0.0,C1982828534,0.0,1912526.2,0,0
7,CASH_IN,126554.51,C756638252,641869.0,768423.51,C1465478513,355575.89,225167.61,0,0
7,PAYMENT,11298.54,C1553586093,20795.0,9496.46,M1649714043,0.0,0.0,0,0
7,PAYMENT,457.98,C966253930,27893.0,27435.02,M1601818742,0.0,0.0,0,0
7,PAYMENT,2151.9,C1297043595,16664.0,14512.1,M172457250,0.0,0.0,0,0
7,PAYMENT,1671.51,C230464909,26148.0,24476.49,M475465260,0.0,0.0,0,0
7,PAYMENT,1809.19,C724289061,50546.0,48736.81,M439619599,0.0,0.0,0,0
7,TRANSFER,736191.4,C1938667057,20973.0,0.0,C1317731757,28330.5,322519.15,0,0
7,CASH_OUT,284510.68,C1464838154,0.0,0.0,C914293025,1626497.83,2755264.61,0,0
7,TRANSFER,403951.98,C580933160,46689.0,0.0,C1491676195,432942.54,1800557.56,0,0
7,PAYMENT,21279.54,C414096923,20968.0,0.0,M101490433,0.0,0.0,0,0
7,PAYMENT,1618.51,C740915250,34526.0,32907.49,M211315337,0.0,0.0,0,0
7,CASH_OUT,135777.06,C1621783367,13707.0,0.0,C85102332,5827.0,537185.56,0,0
7,PAYMENT,5633.53,C45882564,106491.0,100857.47,M1706232905,0.0,0.0,0,0
7,PAYMENT,8043.74,C716238420,14864.0,6820.26,M431194126,0.0,0.0,0,0
7,PAYMENT,10847.12,C2072769984,11557.0,709.88,M111640508,0.0,0.0,0,0
7,PAYMENT,4723.68,C726201202,709.88,0.0,M788444645,0.0,0.0,0,0
7,PAYMENT,1849.5,C176119823,0.0,0.0,M924365923,0.0,0.0,0,0
7,PAYMENT,1352.48,C1537675921,133732.0,132379.52,M2999709,0.0,0.0,0,0
7,PAYMENT,6619.93,C1898160783,20748.0,14128.07,M65715044,0.0,0.0,0,0
7,PAYMENT,7170.13,C1614418450,25017.0,17846.87,M240460453,0.0,0.0,0,0
7,PAYMENT,4439.76,C1645141562,10027.0,5587.24,M879323268,0.0,0.0,0,0
7,PAYMENT,12161.05,C83056281,11049.0,0.0,M596905128,0.0,0.0,0,0
7,PAYMENT,864.58,C939518446,72516.0,71651.42,M1210944221,0.0,0.0,0,0
7,PAYMENT,5002.39,C1450461919,223.0,0.0,M1434906101,0.0,0.0,0,0
7,PAYMENT,10024.04,C503242290,12391.0,2366.96,M958514226,0.0,0.0,0,0
7,PAYMENT,13935.69,C1299661691,0.0,0.0,M796718693,0.0,0.0,0,0
7,PAYMENT,4972.6,C1150857974,0.0,0.0,M1932525059,0.0,0.0,0,0
7,TRANSFER,440301.55,C70518662,504530.0,64228.45,C1149273771,43356.24,6347068.5,0,0
7,PAYMENT,7923.33,C1278416571,57533.0,49609.67,M1295844041,0.0,0.0,0,0
7,PAYMENT,7263.01,C1106125451,24345.0,17081.99,M1698825479,0.0,0.0,0,0
7,PAYMENT,1502.27,C831537626,167574.47,166072.19,M345908843,0.0,0.0,0,0
7,CASH_OUT,62061.61,C617915401,166072.19,104010.58,C1474120649,216909.54,23013.03,0,0
7,PAYMENT,10747.39,C1372317609,51024.0,40276.61,M1659302619,0.0,0.0,0,0
7,TRANSFER,350127.97,C128855442,31737.82,0.0,C726762476,70682.37,255127.82,0,0
7,CASH_OUT,12128.6,C106636674,0.0,0.0,C50317758,15956.0,0.0,0,0
7,PAYMENT,11447.89,C136539215,49404.0,37956.11,M1560688570,0.0,0.0,0,0
7,CASH_OUT,183075.73,C724714293,101418.0,0.0,C221632586,82748.0,0.0,0,0
7,PAYMENT,3234.9,C1947866340,0.0,0.0,M1732796220,0.0,0.0,0,0
7,PAYMENT,10323.89,C194977672,1043.0,0.0,M848154149,0.0,0.0,0,0
7,PAYMENT,437.52,C370430372,40472.0,40034.48,M855657957,0.0,0.0,0,0
7,PAYMENT,12291.98,C1074820946,40034.48,27742.5,M472933779,0.0,0.0,0,0
7,PAYMENT,2670.82,C681418432,856.0,0.0,M432243027,0.0,0.0,0,0
7,PAYMENT,8374.12,C1521147870,169199.0,160824.88,M1168717285,0.0,0.0,0,0
7,DEBIT,181.78,C25610254,11034.0,10852.22,C43121577,232.0,0.0,0,0
7,PAYMENT,9711.88,C80353396,99936.0,90224.12,M143815452,0.0,0.0,0,0
7,PAYMENT,12712.23,C77101558,27945.5,15233.27,M862525395,0.0,0.0,0,0
7,CASH_OUT,234439.41,C1739894898,15233.27,0.0,C295372946,709067.37,472083.92,0,0
7,CASH_OUT,161349.9,C2091197707,362544.0,201194.1,C777790557,0.0,54958.06,0,0
7,PAYMENT,12927.04,C1001764000,132.0,0.0,M1083829130,0.0,0.0,0,0
7,PAYMENT,3231.42,C40690891,2668.0,0.0,M1471419632,0.0,0.0,0,0
7,PAYMENT,8205.33,C1093843474,25764.6,17559.27,M1324932101,0.0,0.0,0,0
7,PAYMENT,7498.46,C735523757,17559.27,10060.81,M1546887603,0.0,0.0,0,0
7,TRANSFER,609783.23,C142959117,34781.0,0.0,C1076835071,63012.65,2161457.75,0,0
7,PAYMENT,8112.91,C9801708,21072.0,12959.09,M315465224,0.0,0.0,0,0
7,PAYMENT,1900.16,C1395825627,1034.0,0.0,M1887706810,0.0,0.0,0,0
7,PAYMENT,10303.86,C1556219305,123872.0,113568.14,M578940391,0.0,0.0,0,0
7,PAYMENT,7655.5,C1697269295,113568.14,105912.64,M898364926,0.0,0.0,0,0
7,PAYMENT,4491.9,C2032681387,105912.64,101420.75,M1424713148,0.0,0.0,0,0
7,PAYMENT,5746.83,C1674009136,50049.0,44302.17,M151611315,0.0,0.0,0,0
7,TRANSFER,86005.87,C848779808,19834.0,0.0,C1945802665,206872.0,1471945.15,0,0
7,CASH_OUT,317213.98,C1037963083,0.0,0.0,C1477979030,10780596.35,11875848.5,0,0
7,PAYMENT,10837.44,C1678885914,202595.0,191757.56,M644289492,0.0,0.0,0,0
7,PAYMENT,180.77,C774445922,104.0,0.0,M1665203643,0.0,0.0,0,0
7,PAYMENT,1520.18,C152818909,9978.0,8457.82,M394043289,0.0,0.0,0,0
7,PAYMENT,14084.63,C1902670879,8457.82,0.0,M362934956,0.0,0.0,0,0
7,PAYMENT,15653.15,C1120629241,0.0,0.0,M825802350,0.0,0.0,0,0
7,PAYMENT,15403.28,C63106266,31073.0,15669.72,M434920092,0.0,0.0,0,0
7,TRANSFER,563689.92,C3257569,22808.34,0.0,C1209271652,0.0,1488576.94,0,0
7,PAYMENT,3340.5,C1955508551,0.0,0.0,M1623074608,0.0,0.0,0,0
7,PAYMENT,2926.83,C461224193,34851.0,31924.17,M375820339,0.0,0.0,0,0
7,PAYMENT,8308.91,C392367921,32150.0,23841.09,M116735306,0.0,0.0,0,0
7,TRANSFER,497197.67,C1890986276,9924.0,0.0,C1311325237,61716.0,5465400.62,0,0
7,PAYMENT,7456.3,C1391708169,121894.99,114438.69,M1566986209,0.0,0.0,0,0
7,PAYMENT,21352.25,C1918252650,114438.69,93086.43,M862506509,0.0,0.0,0,0
7,PAYMENT,9625.44,C2140662761,7986.0,0.0,M283224765,0.0,0.0,0,0
7,PAYMENT,3149.45,C1405565869,63848.0,60698.55,M640323454,0.0,0.0,0,0
7,PAYMENT,8803.26,C1721954545,44263.0,35459.74,M2072713946,0.0,0.0,0,0
7,PAYMENT,11368.85,C301685845,145866.0,134497.15,M1666740331,0.0,0.0,0,0
7,PAYMENT,4646.66,C311177609,10894.0,6247.34,M837985480,0.0,0.0,0,0
7,PAYMENT,3634.07,C2048937815,45699.0,42064.93,M1524343632,0.0,0.0,0,0
7,PAYMENT,2827.18,C698925563,41750.0,38922.82,M232318178,0.0,0.0,0,0
7,CASH_OUT,263970.64,C1970948345,38922.82,0.0,C884262954,288757.0,3043577.11,0,0
7,PAYMENT,7227.69,C1924969509,318166.0,310938.31,M502535312,0.0,0.0,0,0
7,PAYMENT,151.59,C1472273464,52677.0,52525.41,M1893448633,0.0,0.0,0,0
7,PAYMENT,9248.53,C1741759515,39820.0,30571.47,M1513946341,0.0,0.0,0,0
7,PAYMENT,8164.22,C96668486,9957.0,1792.78,M686321204,0.0,0.0,0,0
7,PAYMENT,12608.31,C1182234318,165745.0,153136.69,M2064736561,0.0,0.0,0,0
7,PAYMENT,8478.01,C1712704558,10588.91,2110.9,M224888598,0.0,0.0,0,0
7,CASH_OUT,64195.58,C1893417330,2110.9,0.0,C1144318801,127030.0,0.0,0,0
7,PAYMENT,6241.22,C3391153,5055.0,0.0,M1208968741,0.0,0.0,0,0
7,CASH_OUT,468596.43,C2036406021,0.0,0.0,C345603257,1146692.88,9917629.77,0,0
7,CASH_OUT,130170.13,C1394280842,0.0,0.0,C1031639563,661357.0,5739012.22,0,0
7,CASH_OUT,111651.06,C1321268078,355690.69,244039.63,C1161865950,29256.0,2076683.64,0,0
7,CASH_OUT,29433.2,C2102233821,244039.63,214606.43,C952876299,47868.0,0.0,0,0
7,PAYMENT,3014.69,C207975246,55213.0,52198.31,M129596433,0.0,0.0,0,0
7,PAYMENT,3298.29,C1319875595,8095.0,4796.71,M1596052577,0.0,0.0,0,0
7,PAYMENT,348.71,C2029593544,141673.25,141324.54,M887914802,0.0,0.0,0,0
7,CASH_IN,185320.96,C661938248,141324.54,326645.51,C1615804266,869634.02,4512194.13,0,0
7,CASH_IN,163526.63,C1990666779,326645.51,490172.13,C1169903663,1114736.97,2312335.17,0,0
7,CASH_IN,35969.8,C1207021668,490172.13,526141.93,C1450417897,103192.0,476146.49,0,0
7,CASH_IN,551920.55,C390352057,526141.93,1078062.48,C1233454027,889115.75,28052.02,0,0
7,PAYMENT,462.72,C322312249,126613.0,126150.28,M1544429494,0.0,0.0,0,0
7,PAYMENT,6284.52,C381085379,45105.0,38820.48,M597836072,0.0,0.0,0,0
7,PAYMENT,1626.45,C16147125,21006.0,19379.55,M749285042,0.0,0.0,0,0
7,CASH_OUT,173115.79,C227038490,31347.0,0.0,C444920847,43708.94,107074.77,0,0
7,CASH_IN,198042.55,C1007873666,50709.0,248751.55,C284829454,438.0,0.0,0,0
7,TRANSFER,747998.54,C264425599,175884.93,0.0,C1233191588,52677.0,0.0,0,0
7,PAYMENT,16208.45,C1786487691,0.0,0.0,M630463323,0.0,0.0,0,0
7,PAYMENT,3216.3,C249137045,0.0,0.0,M386002713,0.0,0.0,0,0
7,PAYMENT,11608.32,C542204297,0.0,0.0,M630913051,0.0,0.0,0,0
7,PAYMENT,47633.78,C1740453394,0.0,0.0,M2136765659,0.0,0.0,0,0
7,PAYMENT,9052.22,C1412042640,0.0,0.0,M646086446,0.0,0.0,0,0
7,PAYMENT,10295.1,C679592010,0.0,0.0,M887587629,0.0,0.0,0,0
7,PAYMENT,5077.52,C817192110,0.0,0.0,M91958937,0.0,0.0,0,0
7,PAYMENT,4757.84,C593374700,10960.0,6202.16,M732445761,0.0,0.0,0,0
7,PAYMENT,10244.35,C828523958,128973.0,118728.65,M1831975653,0.0,0.0,0,0
7,PAYMENT,11091.59,C1070783458,21989.0,10897.41,M1441964653,0.0,0.0,0,0
7,PAYMENT,2396.06,C1981682320,13063.0,10666.94,M379090980,0.0,0.0,0,0
7,PAYMENT,7666.92,C1060941022,14735.0,7068.08,M2132639902,0.0,0.0,0,0
7,PAYMENT,1367.68,C2039580543,59663.0,58295.32,M748525873,0.0,0.0,0,0
7,CASH_OUT,42127.06,C1981647392,34887.0,0.0,C461640598,126583.0,11547845.68,0,0
7,PAYMENT,2820.04,C1696066829,55549.0,52728.96,M281556143,0.0,0.0,0,0
7,PAYMENT,7080.5,C1356624790,16169.71,9089.21,M1242218279,0.0,0.0,0,0
7,PAYMENT,10349.19,C279928046,9089.21,0.0,M1100185368,0.0,0.0,0,0
7,PAYMENT,2996.85,C1918956671,20132.0,17135.15,M1829543571,0.0,0.0,0,0
7,PAYMENT,11096.88,C120518640,104356.5,93259.62,M1570710450,0.0,0.0,0,0
7,CASH_OUT,454129.67,C682227570,93259.62,0.0,C481402298,3885428.17,8144736.91,0,0
7,PAYMENT,2091.65,C559418610,11235.0,9143.35,M1371139678,0.0,0.0,0,0
7,PAYMENT,592.41,C1965020520,11209.0,10616.59,M308981470,0.0,0.0,0,0
7,PAYMENT,13364.66,C1941180413,10365.0,0.0,M1843512523,0.0,0.0,0,0
7,PAYMENT,4426.04,C1725884554,28165.0,23738.96,M562411217,0.0,0.0,0,0
7,PAYMENT,2043.4,C1914539771,23738.96,21695.56,M297389039,0.0,0.0,0,0
7,PAYMENT,325.83,C3341290,20653.0,20327.17,M210626051,0.0,0.0,0,0
7,PAYMENT,6545.0,C318364479,105905.0,99360.0,M1296075836,0.0,0.0,0,0
7,PAYMENT,190.07,C1522189269,1615.0,1424.93,M962890623,0.0,0.0,0,0
7,CASH_OUT,164672.33,C1704496975,1424.93,0.0,C2052185144,947554.33,951130.52,0,0
7,DEBIT,1624.0,C753983148,18050.0,16426.0,C1247260007,145029.0,0.0,0,0
7,CASH_OUT,220602.97,C551027852,16426.0,0.0,C1628737580,1076787.83,875254.1,0,0
7,PAYMENT,3400.91,C1039813787,321055.0,317654.09,M473521820,0.0,0.0,0,0
7,PAYMENT,15867.87,C907470345,59428.0,43560.13,M1443526691,0.0,0.0,0,0
7,TRANSFER,233296.4,C964389101,184985.0,0.0,C410816406,736.0,0.0,0,0
7,PAYMENT,6565.71,C1868569824,293.0,0.0,M1858570667,0.0,0.0,0,0
7,PAYMENT,6761.15,C1804152624,30303.0,23541.85,M156700332,0.0,0.0,0,0
7,TRANSFER,141011.62,C1715442810,42452.0,0.0,C1723463463,23040.0,113248.95,0,0
7,CASH_OUT,177637.8,C887608263,0.0,0.0,C1298316171,1033638.63,749621.53,0,0
7,PAYMENT,4532.12,C381000388,5560.0,1027.88,M656856272,0.0,0.0,0,0
7,PAYMENT,9445.83,C1033902090,107683.0,98237.17,M928226706,0.0,0.0,0,0
7,PAYMENT,5116.59,C227164678,98237.17,93120.59,M479954739,0.0,0.0,0,0
7,TRANSFER,446584.73,C558279906,100582.0,0.0,C1615443145,11680.0,2907944.14,0,0
7,PAYMENT,5739.46,C173148757,0.0,0.0,M1427628907,0.0,0.0,0,0
7,PAYMENT,3480.47,C360006885,0.0,0.0,M29416213,0.0,0.0,0,0
7,PAYMENT,12400.19,C458910170,83035.0,70634.81,M1899814241,0.0,0.0,0,0
7,PAYMENT,2920.79,C1322380751,65133.0,62212.21,M1229889395,0.0,0.0,0,0
7,PAYMENT,5596.01,C26360633,27051.0,21454.99,M382871999,0.0,0.0,0,0
7,PAYMENT,2830.93,C1462501695,40860.0,38029.07,M1789180334,0.0,0.0,0,0
7,PAYMENT,6649.95,C2063535152,30097.0,23447.05,M2112310529,0.0,0.0,0,0
7,PAYMENT,8336.14,C1257606779,21228.0,12891.86,M97728322,0.0,0.0,0,0
7,PAYMENT,7773.48,C131020100,12891.86,5118.39,M1082654713,0.0,0.0,0,0
7,TRANSFER,307555.83,C644298692,1070892.74,763336.9,C724821526,0.0,440324.4,0,0
7,TRANSFER,33803.19,C974286189,763336.9,729533.72,C782432613,235512.0,561064.37,0,0
7,PAYMENT,8682.32,C1141443198,15607.01,6924.69,M999185713,0.0,0.0,0,0
7,PAYMENT,11434.03,C617125011,6924.69,0.0,M228129890,0.0,0.0,0,0
7,PAYMENT,31019.83,C21908821,0.0,0.0,M1214316440,0.0,0.0,0,0
7,PAYMENT,316.16,C686593547,226597.4,226281.24,M1658655896,0.0,0.0,0,0
7,CASH_OUT,310072.69,C294308211,226281.24,0.0,C1408337297,312639.25,175365.88,0,0
7,TRANSFER,378993.85,C1582921957,10660.0,0.0,C1645903235,54791.0,31924.63,0,0
7,PAYMENT,8336.64,C315224555,137.0,0.0,M414867198,0.0,0.0,0,0
7,PAYMENT,3354.65,C1606208971,194097.0,190742.35,M1245124745,0.0,0.0,0,0
7,CASH_IN,44238.25,C388820621,11716.0,55954.25,C1983747920,1279177.56,3578328.97,0,0
7,PAYMENT,2160.68,C1571495736,21571.0,19410.32,M1681937363,0.0,0.0,0,0
7,PAYMENT,3775.77,C381811842,367724.8,363949.03,M1718165585,0.0,0.0,0,0
7,PAYMENT,12096.1,C1665053051,363949.03,351852.93,M92715012,0.0,0.0,0,0
7,PAYMENT,9921.75,C481976794,351852.93,341931.17,M863941044,0.0,0.0,0,0
7,PAYMENT,7233.36,C635268041,341931.17,334697.82,M355185134,0.0,0.0,0,0
7,PAYMENT,16519.52,C1523623456,334697.82,318178.29,M484794335,0.0,0.0,0,0
7,PAYMENT,1513.0,C1386806441,146941.61,145428.62,M449086419,0.0,0.0,0,0
7,TRANSFER,448242.98,C1165674253,145428.62,0.0,C405881980,656516.18,3078509.79,0,0
7,PAYMENT,11912.99,C1935111130,21304.0,9391.01,M1720681645,0.0,0.0,0,0
7,TRANSFER,322464.5,C1483430324,25475.0,0.0,C344247127,125807.0,0.0,0,0
7,PAYMENT,12517.15,C1270525723,10557.93,0.0,M62639125,0.0,0.0,0,0
7,TRANSFER,739813.54,C428579363,0.0,0.0,C1856036778,1282575.47,13688613.94,0,0
7,PAYMENT,1310.27,C464504415,1461535.8,1460225.53,M99835974,0.0,0.0,0,0
7,PAYMENT,13590.41,C1484119945,1460225.53,1446635.12,M493489190,0.0,0.0,0,0
7,PAYMENT,15663.44,C2014489834,19819.0,4155.56,M1719472894,0.0,0.0,0,0
7,PAYMENT,11652.53,C268566575,841.0,0.0,M1564747061,0.0,0.0,0,0
7,PAYMENT,12640.31,C811382667,2109.0,0.0,M1043900828,0.0,0.0,0,0
7,PAYMENT,3332.86,C1052497164,495218.0,491885.14,M1110057571,0.0,0.0,0,0
7,PAYMENT,135.88,C396305730,107519.0,107383.12,M1812994660,0.0,0.0,0,0
7,PAYMENT,8673.34,C207855967,511805.0,503131.66,M524923786,0.0,0.0,0,0
7,PAYMENT,4435.99,C1897013268,21331.0,16895.01,M498980712,0.0,0.0,0,0
7,PAYMENT,4771.77,C205907161,30817.0,26045.23,M1581433656,0.0,0.0,0,0
7,PAYMENT,6970.58,C1051744868,23147.0,16176.42,M1296424013,0.0,0.0,0,0
7,PAYMENT,2079.13,C1854249488,14479.0,12399.87,M647421947,0.0,0.0,0,0
7,PAYMENT,11241.05,C449434167,40237.0,28995.95,M2030949015,0.0,0.0,0,0
7,PAYMENT,1805.14,C999981756,19079.0,17273.86,M736357171,0.0,0.0,0,0
7,PAYMENT,6893.48,C2138037266,17273.86,10380.38,M1751199746,0.0,0.0,0,0
7,PAYMENT,7922.15,C117559504,44791.98,36869.82,M865012080,0.0,0.0,0,0
7,CASH_OUT,299997.55,C847371359,36869.82,0.0,C1894575391,787215.55,3443379.49,0,0
7,CASH_OUT,72043.59,C1392581421,0.0,0.0,C33524623,198585.89,1459243.0,0,0
7,CASH_OUT,549890.25,C1510983373,0.0,0.0,C1515704208,9973139.6,15505523.11,0,0
7,CASH_OUT,25196.04,C285249653,0.0,0.0,C713961699,39340.68,0.0,0,0
7,CASH_OUT,46433.51,C761255214,0.0,0.0,C158876320,104901.0,2984846.84,0,0
7,CASH_OUT,156138.02,C1994161115,0.0,0.0,C1060041730,1505703.37,16532032.16,0,0
7,CASH_OUT,85401.81,C1380049507,0.0,0.0,C531511436,975600.82,1230912.07,0,0
7,CASH_OUT,275196.32,C1205289830,0.0,0.0,C1207178960,425805.36,240727.2,0,0
7,CASH_OUT,90566.06,C351406103,0.0,0.0,C265845794,645068.66,3060592.01,0,0
7,CASH_OUT,190258.63,C23440369,0.0,0.0,C1621383518,939652.64,1190896.64,0,0
7,CASH_OUT,13469.46,C1558844228,0.0,0.0,C500153041,157465.0,212257.37,0,0
7,CASH_OUT,115724.12,C559654860,0.0,0.0,C306285887,269883.0,1458658.26,0,0
7,CASH_OUT,33576.35,C627941696,0.0,0.0,C758750856,463012.06,945056.48,0,0
7,CASH_OUT,101739.65,C167488575,0.0,0.0,C413177525,505484.07,3489392.77,0,0
7,CASH_OUT,290084.83,C92794487,0.0,0.0,C1286084959,8300755.73,12959765.0,0,0
7,CASH_OUT,120246.43,C2032028876,0.0,0.0,C1359484306,1255424.24,7364724.84,0,0
7,CASH_OUT,208419.78,C833721614,0.0,0.0,C114618982,671625.55,206147.08,0,0
7,CASH_OUT,65222.52,C1711234387,0.0,0.0,C372017580,1195336.78,4122268.38,0,0
7,CASH_OUT,51649.08,C1597105101,0.0,0.0,C1865370526,60607.0,83658.63,0,0
7,CASH_OUT,161904.51,C1413655755,0.0,0.0,C219913687,307619.8,858972.95,0,0
7,CASH_OUT,146558.24,C1776700072,0.0,0.0,C1541385794,202850.0,47342.1,0,0
7,CASH_OUT,404233.2,C1995216642,0.0,0.0,C306206744,7337075.9,9637803.63,0,0
7,PAYMENT,6244.15,C647183769,50796.0,44551.85,M1735846260,0.0,0.0,0,0
7,PAYMENT,67.09,C1017007160,505.0,437.91,M785942574,0.0,0.0,0,0
7,CASH_OUT,80977.97,C286791577,414.0,0.0,C2046578329,19340.53,156065.37,0,0
